,,,,,,,Electron Removal Energies (Ionization Potentials) of Atoms and Atomic Ions (eV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atomic #,Element,Symbol,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
67,Holmium,Ho,0.00,-,5.68,5.78,11.04,19.66,21.43,31.07,17.00,17.00,26.00,19.00,22.00,33.00,34.00,21.00,21.00,35.00,33.00,35.00,33.00,34.00,35.00,205.00,40.00,42.00,45.00,43.00,44.00,56.00,44.00,48.00,45.00,178.00,46.00,49.00,48.00,102.00,53.00,121.00,54.57,1244.43,107.00,113.00,121.00,117.00,116.00,168.00,120.00,129.00,122.00,338.00,107.00,117.00,109.00,333.00,123.00,236.00,117.00,6884.00,295.00,326.00,301.00,1222.00,359.00,450.00,297.77,48026.65,1364.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Erbium,Er,0.00,2.92,5.80,5.82,10.81,19.96,22.40,30.90,18.00,17.00,27.00,19.00,24.00,34.00,33.00,22.00,21.00,34.00,36.00,34.00,35.00,36.00,34.00,35.00,215.00,40.00,43.00,46.00,44.00,46.00,57.00,46.00,50.00,46.00,182.00,46.00,52.00,48.00,109.00,53.00,125.00,56.00,1298.00,108.00,116.00,124.00,119.00,118.00,174.00,122.00,132.00,124.00,345.00,109.00,118.00,112.00,351.00,126.00,240.00,120.00,7103.00,299.00,331.00,307.00,1291.00,365.00,460.00,303.56,49573.68,1393.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Thulium,Tm,0.50,2.23,6.17,5.87,11.63,19.02,22.73,32.57,18.00,17.00,27.00,20.00,25.00,34.00,35.00,21.00,22.00,35.00,35.00,37.00,36.00,40.00,30.00,40.00,33.00,222.00,41.00,45.00,47.00,46.00,46.00,60.00,47.00,50.00,48.00,187.00,48.00,52.00,49.00,115.00,55.00,128.00,56.20,1354.80,109.00,119.00,125.00,122.00,120.00,180.00,124.00,136.00,126.00,351.00,110.00,122.00,113.00,370.00,129.00,245.00,122.00,7324.00,304.00,337.00,312.00,1363.00,373.00,464.00,314.34,51150.92,1422.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Ytterbium,Yb,0.00,3.53,6.25,5.92,12.87,18.51,22.02,33.42,18.00,18.00,28.00,19.00,27.00,35.00,35.00,22.00,23.00,36.00,36.00,35.00,38.00,36.00,35.00,40.00,40.00,31.00,231.00,42.00,47.00,48.00,46.00,49.00,61.00,49.00,51.00,49.00,192.00,48.00,54.00,50.00,121.00,56.00,133.00,58.40,1406.60,112.00,122.00,128.00,124.00,122.00,187.00,126.00,138.00,128.00,358.00,113.00,123.00,115.00,392.00,129.00,251.00,125.00,7548.00,309.00,342.00,317.00,1439.00,379.00,480.00,315.44,52757.60,1451.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Lutetium,Lu,0.70,-,5.09,8.47,7.06,24.29,21.55,31.20,19.00,19.00,23.00,26.00,20.00,33.00,38.00,29.00,23.00,33.00,38.00,39.00,38.00,44.00,40.00,40.00,40.00,30.00,43.00,228.00,44.00,47.00,49.00,49.00,48.00,64.00,50.00,53.00,50.00,196.00,50.00,55.00,51.00,128.00,58.00,134.00,58.50,1464.50,116.00,122.00,132.00,126.00,125.00,192.00,129.00,141.00,130.00,365.00,114.00,126.00,117.00,412.00,133.00,256.00,126.00,7776.00,314.00,348.00,321.00,1519.00,390.00,490.00,318.05,54394.86,1481.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Hafnium,Hf,0.00,6.60,6.71,8.17,8.30,10.03,35.05,29.63,20.00,20.00,19.00,30.00,22.00,21.00,40.00,40.00,24.00,25.00,40.00,41.00,41.00,39.00,40.00,50.00,40.00,40.00,40.00,42.00,230.00,45.00,47.00,52.00,49.00,50.00,66.00,51.00,55.00,50.00,202.00,50.00,57.00,51.00,136.00,59.00,137.00,59.90,1522.10,117.00,126.00,134.00,128.00,126.00,201.00,130.00,143.00,134.00,370.00,118.00,127.00,118.00,436.00,135.00,261.00,129.00,8004.00,321.00,352.00,329.00,1600.00,400.00,500.00,322.32,56063.61,1511.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Tantalum,Ta,4.30,5.30,7.23,8.65,6.90,11.90,13.27,45.74,24.99,20.00,20.00,21.00,33.00,22.00,27.00,42.00,34.00,25.00,33.00,43.00,43.00,48.00,40.00,50.00,40.00,40.00,40.00,50.00,42.00,232.00,46.00,50.00,51.00,51.00,51.00,69.00,52.00,56.00,52.00,206.00,51.00,58.00,53.00,143.00,60.00,141.00,60.70,1584.00,115.30,129.00,135.00,132.00,127.00,208.00,132.00,147.00,135.00,378.00,118.00,130.00,122.00,457.00,138.00,267.00,131.00,8237.00,324.00,359.00,330.00,1690.00,410.00,510.00,328.51,57763.51,1542.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Tungsten,W,0.00,5.91,7.05,8.24,9.92,12.19,13.38,13.18,57.24,19.19,19.00,18.80,29.90,22.70,26.70,32.40,34.60,36.60,26.00,32.80,41.40,40.50,40.80,51.10,46.10,45.40,48.10,50.30,49.00,48.00,250.80,47.80,50.40,53.00,51.70,51.70,73.10,52.50,56.70,52.90,207.80,53.10,57.70,54.20,154.30,60.90,144.00,60.11,1642.89,123.00,129.00,137.00,132.00,131.00,218.00,136.00,146.00,139.00,371.00,121.00,130.00,123.00,507.00,135.00,265.00,130.00,8436.00,330.00,356.00,336.00,1888.00,396.00,490.00,324.74,59495.19,1573.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Rhenium,Re,0.00,1.98,7.68,8.77,10.40,12.10,12.80,15.10,15.71,61.69,20.60,22.00,21.00,28.00,32.00,23.00,39.00,47.00,26.00,26.00,47.00,44.00,50.00,50.00,50.00,50.00,40.00,50.00,50.00,50.00,43.00,241.00,48.00,52.00,55.00,53.00,52.00,76.00,53.00,58.00,55.00,216.00,54.00,59.00,55.00,160.00,62.00,148.00,64.54,1699.46,121.00,133.00,141.00,136.00,132.00,222.00,137.00,152.00,140.00,391.00,123.00,134.00,124.00,510.00,142.00,278.00,136.00,8714.00,330.00,370.00,340.00,1880.00,420.00,530.00,347.40,61259.50,1605.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Osmium,Os,2.30,3.16,7.36,8.56,8.00,16.00,14.00,15.10,15.00,16.92,66.68,21.30,23.00,22.00,34.00,31.00,20.00,47.00,43.00,26.00,34.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,45.00,247.00,49.00,53.00,56.00,54.00,54.00,78.00,54.00,60.00,56.00,220.00,56.00,60.00,56.00,168.00,64.00,152.00,63.50,1758.50,127.00,134.00,144.00,138.00,135.00,228.00,141.00,154.00,142.00,398.00,125.00,136.00,127.00,536.00,146.00,283.00,142.00,8950.00,340.00,370.00,350.00,1980.00,430.00,540.00,350.60,63055.60,1638.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Iridium,Ir,2.90,6.68,7.40,8.03,11.00,12.00,17.00,15.00,17.00,16.00,18.00,71.80,22.20,23.00,24.00,39.00,26.00,27.00,51.00,38.00,27.00,38.00,50.00,50.00,60.00,50.00,50.00,50.00,50.00,50.00,60.00,50.00,50.00,251.00,50.00,55.00,57.00,55.00,55.00,81.00,55.00,62.00,56.00,226.00,56.00,62.00,57.00,177.00,65.00,156.00,64.40,1819.60,128.00,138.00,146.00,140.00,137.00,237.00,143.00,156.00,145.00,405.00,126.00,139.00,128.00,566.00,147.00,289.00,140.00,9190.00,350.00,380.00,350.00,2090.00,440.00,550.00,356.60,64882.30,1674.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Platinum,Pt,0.00,5.32,6.83,9.60,10.44,14.00,13.00,19.00,16.00,18.00,17.00,18.90,75.50,24.60,24.00,24.00,39.00,26.00,34.00,53.00,34.00,28.00,43.00,60.00,50.00,50.00,50.00,60.00,50.00,60.00,50.00,60.00,50.00,50.00,262.00,52.00,55.00,58.00,57.00,56.00,83.00,58.00,62.00,58.00,230.00,57.00,63.00,59.00,186.00,67.00,159.00,65.80,1887.20,124.00,141.00,148.00,142.00,140.00,244.00,146.00,159.00,147.00,411.00,129.00,141.00,131.00,594.00,148.00,300.00,140.00,9440.00,350.00,390.00,350.00,2210.00,440.00,560.00,365.70,66749.47,1704.83,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Gold,Au,0.00,5.41,6.92,10.97,9.80,15.00,15.00,14.00,20.00,18.00,18.10,18.90,19.20,31.80,75.00,24.00,25.00,41.00,27.00,41.00,54.00,33.00,30.00,50.00,50.00,60.00,50.00,60.00,50.00,60.00,60.00,50.00,60.00,50.00,60.00,265.00,52.00,57.00,60.00,58.00,56.00,87.00,59.00,63.00,59.00,235.00,59.00,63.00,60.00,197.00,68.00,162.00,71.00,1947.00,125.00,143.00,151.00,145.00,142.00,252.00,148.00,162.00,149.00,419.00,130.00,143.00,133.00,630.00,150.00,300.00,150.00,9680.00,360.00,390.00,360.00,2320.00,450.00,580.00,368.12,68647.70,1738.48,,,,,,,,,,,,,,,,,,,,,,,,,
80,Mercury,Hg,0.90,3.71,10.44,8.32,15.44,14.35,12.65,15.40,16.40,20.90,20.10,19.00,20.00,19.70,84.20,30.10,25.00,25.00,45.00,27.00,48.00,53.00,30.00,30.00,60.00,60.00,50.00,60.00,60.00,50.00,60.00,60.00,60.00,50.00,60.00,60.00,269.00,54.00,58.00,62.00,57.00,59.00,89.00,61.00,63.00,61.00,241.00,58.00,66.00,61.00,206.00,70.00,166.00,68.90,2005.10,136.00,144.00,155.00,146.00,144.00,261.00,151.00,164.00,152.00,425.00,133.00,145.00,139.00,650.00,160.00,310.00,150.00,9930.00,360.00,400.00,370.00,2440.00,460.00,590.00,374.10,70580.60,1773.00,,,,,,,,,,,,,,,,,,,,,,,,
81,Thallium,Tl,0.00,4.74,5.73,14.32,9.40,21.31,11.46,17.40,18.00,18.00,19.00,23.00,19.00,21.00,20.30,88.60,33.10,26.00,26.00,47.00,28.00,53.00,50.00,30.00,40.00,60.00,60.00,60.00,60.00,50.00,60.00,70.00,50.00,60.00,60.00,60.00,60.00,275.00,56.00,59.00,62.00,60.00,58.00,94.00,61.00,65.00,62.00,245.00,61.00,66.00,61.00,219.00,71.00,169.00,70.70,2069.30,137.00,147.00,156.00,150.00,145.00,272.00,151.00,168.00,154.00,432.00,135.00,149.00,130.00,700.00,160.00,310.00,150.00,10190.00,370.00,400.00,370.00,2570.00,480.00,590.00,384.10,72549.10,1808.40,,,,,,,,,,,,,,,,,,,,,,,
82,Lead,Pb,0.00,-,7.05,7.62,16.90,10.38,26.48,14.10,17.20,19.90,18.00,20.00,24.00,21.00,21.00,21.10,93.00,35.90,27.00,27.00,50.00,29.00,63.00,40.00,40.00,40.00,60.00,60.00,60.00,60.00,60.00,60.00,70.00,60.00,60.00,60.00,60.00,70.00,274.00,56.00,59.00,65.00,61.00,59.00,97.00,62.00,67.00,62.00,251.00,62.00,66.00,64.00,230.00,71.00,175.00,71.10,2131.90,141.00,148.00,159.00,153.00,145.00,282.00,155.00,170.00,157.00,438.00,138.00,150.00,140.00,730.00,160.00,320.00,150.00,10440.00,380.00,410.00,370.00,2710.00,480.00,610.00,388.00,74553.85,1844.55,,,,,,,,,,,,,,,,,,,,,,
83,Bismuth,Bi,0.00,3.37,6.34,9.42,8.86,19.74,10.70,32.30,14.70,19.00,21.00,18.10,21.90,25.00,21.00,23.00,20.60,97.60,38.80,27.00,28.00,56.00,30.00,70.00,40.00,30.00,60.00,60.00,60.00,60.00,60.00,70.00,60.00,60.00,70.00,60.00,70.00,60.00,60.00,284.00,56.00,62.00,65.00,62.00,61.00,100.00,63.00,68.00,64.00,256.00,62.00,68.00,64.00,243.00,73.00,178.00,72.80,2197.20,141.00,152.00,162.00,154.00,150.00,290.00,156.00,173.00,160.00,443.00,140.00,150.00,140.00,770.00,170.00,320.00,160.00,10700.00,370.00,420.00,380.00,2850.00,490.00,620.00,396.90,76594.86,1881.04,,,,,,,,,,,,,,,,,,,,,
84,Polonium,Po,0.00,-,6.51,10.89,7.70,9.00,21.00,12.10,38.90,17.00,21.10,19.90,24.00,19.00,26.00,22.00,24.00,23.00,112.00,28.00,29.00,29.00,58.00,30.00,80.00,30.00,40.00,60.00,60.00,70.00,60.00,70.00,60.00,60.00,70.00,70.00,60.00,60.00,70.00,60.00,295.00,58.00,63.00,66.00,63.00,62.00,104.00,64.00,69.00,66.00,260.00,63.00,70.00,65.00,256.00,74.00,182.00,74.20,2260.80,145.00,154.00,164.00,157.00,152.00,299.00,159.00,176.00,159.00,460.00,130.00,160.00,140.00,810.00,170.00,330.00,160.00,10960.00,380.00,420.00,390.00,3000.00,500.00,630.00,400.40,78673.90,1918.40,,,,,,,,,,,,,,,,,,,,
85,Astatine,At,0.00,6.06,6.52,8.56,8.70,13.07,10.74,21.61,13.10,45.00,18.90,20.00,23.10,19.90,24.00,27.00,24.00,24.00,24.00,117.00,29.00,29.00,30.00,60.00,30.00,90.00,30.00,40.00,70.00,60.00,70.00,60.00,70.00,60.00,70.00,70.00,60.00,70.00,60.00,80.00,60.00,298.00,59.00,64.00,68.00,64.00,63.00,107.00,66.00,71.00,66.00,265.00,64.00,72.00,65.00,270.00,76.00,185.00,76.00,2331.00,142.00,157.00,166.00,159.00,155.00,309.00,162.00,180.00,160.00,460.00,150.00,150.00,150.00,850.00,170.00,330.00,160.00,11220.00,390.00,430.00,390.00,3160.00,500.00,650.00,409.00,80784.40,1962.60,,,,,,,,,,,,,,,,,,,
86,Radon,Rn,0.00,4.80,10.75,10.65,8.00,7.50,16.00,11.10,24.00,14.00,52.00,19.90,21.10,23.00,22.00,24.00,29.00,24.00,25.00,25.00,121.00,31.00,30.00,30.00,64.00,37.00,80.00,40.00,50.00,70.00,60.00,70.00,70.00,60.00,70.00,60.00,80.00,70.00,60.00,70.00,70.00,60.00,313.00,61.00,64.00,69.00,66.00,64.00,110.00,68.00,71.00,68.00,270.00,66.00,72.00,67.00,284.00,77.00,189.00,78.00,2392.00,149.00,158.00,170.00,161.00,157.00,319.00,167.00,180.00,170.00,460.00,150.00,160.00,140.00,900.00,170.00,340.00,170.00,11480.00,390.00,440.00,400.00,3310.00,520.00,660.00,413.10,82938.90,2001.70,,,,,,,,,,,,,,,,,,
87,Francium,Fr,0.00,1.41,3.59,18.33,10.60,6.10,10.90,17.00,13.00,26.00,14.00,59.00,21.00,22.10,22.90,24.00,24.00,31.00,25.00,26.00,25.00,130.00,30.00,30.00,30.00,70.00,30.00,100.00,30.00,60.00,70.00,60.00,70.00,70.00,70.00,70.00,60.00,80.00,70.00,70.00,70.00,70.00,70.00,309.00,63.00,65.00,70.00,67.00,66.00,114.00,67.00,75.00,68.00,275.00,66.00,75.00,67.00,299.00,79.00,193.00,79.00,2458.00,151.00,162.00,171.00,164.00,159.00,328.00,170.00,180.00,170.00,480.00,140.00,160.00,150.00,940.00,180.00,350.00,160.00,11750.00,400.00,440.00,400.00,3490.00,530.00,670.00,423.40,85133.80,2041.80,,,,,,,,,,,,,,,,,
88,Radium,Ra,0.00,0.00,5.18,4.87,20.85,10.00,11.90,11.10,18.00,15.00,27.00,16.00,64.90,22.10,23.00,24.00,25.00,25.00,32.00,26.00,27.00,26.00,135.00,30.00,30.00,30.00,80.00,30.00,90.00,40.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,80.00,70.00,70.00,70.00,60.00,328.00,63.00,67.00,71.00,68.00,67.00,118.00,69.00,75.00,70.00,279.00,69.00,76.00,68.00,314.00,80.00,197.00,81.00,2525.00,153.00,163.00,175.00,166.00,158.00,340.00,170.00,190.00,170.00,480.00,150.00,160.00,160.00,990.00,170.00,360.00,170.00,12010.00,400.00,450.00,410.00,3670.00,540.00,680.00,429.80,87368.90,2082.60,,,,,,,,,,,,,,,,
89,Actinium,Ac,0.00,3.47,4.82,6.58,5.68,27.37,10.20,12.00,12.00,19.90,15.00,30.00,17.20,71.90,22.00,24.00,26.00,25.00,25.00,35.00,26.00,28.00,26.00,140.00,30.00,30.00,40.00,70.00,40.00,100.00,30.00,80.00,70.00,70.00,70.00,70.00,70.00,80.00,70.00,80.00,70.00,70.00,70.00,80.00,70.00,328.00,64.00,68.00,73.00,69.00,67.00,123.00,71.00,75.00,72.00,284.00,70.00,75.00,70.00,332.00,82.00,200.00,82.00,2592.00,156.00,165.00,177.00,165.00,170.00,350.00,170.00,190.00,170.00,490.00,150.00,170.00,150.00,1040.00,180.00,370.00,170.00,12280.00,410.00,450.00,420.00,3850.00,550.00,690.00,443.00,89646.00,2123.90,,,,,,,,,,,,,,,
90,Thorium,Th,0.00,-,5.94,5.59,8.10,8.80,29.20,11.10,12.90,13.00,23.00,15.00,32.00,16.00,81.00,23.00,25.00,26.00,26.00,27.00,35.00,27.00,29.00,28.00,142.00,30.00,40.00,30.00,80.00,70.00,70.00,40.00,80.00,70.00,80.00,70.00,70.00,80.00,70.00,70.00,80.00,80.00,70.00,80.00,90.00,60.00,330.00,65.00,69.00,74.00,71.00,68.00,123.00,75.00,78.00,73.00,289.00,70.00,77.00,71.00,350.00,82.00,205.00,83.00,2659.00,158.00,169.00,181.00,170.00,170.00,360.00,170.00,200.00,170.00,500.00,150.00,170.00,150.00,1100.00,180.00,370.00,170.00,12550.00,420.00,460.00,420.00,4050.00,560.00,710.00,442.80,91963.60,2167.00,,,,,,,,,,,,,,
91,Protactinium,Pa,0.00,1.18,5.51,6.01,7.10,11.90,13.40,27.70,13.10,13.80,12.10,26.00,16.00,34.00,16.00,89.00,24.00,26.00,27.00,26.00,28.00,37.00,28.00,30.00,28.00,144.00,30.00,40.00,30.00,90.00,40.00,100.00,40.00,90.00,70.00,80.00,70.00,80.00,70.00,80.00,70.00,90.00,70.00,80.00,90.00,60.00,70.00,353.00,67.00,70.00,76.00,70.00,71.00,131.00,72.00,79.00,74.00,295.00,70.00,79.00,72.00,368.00,84.00,209.00,84.00,2727.00,160.00,169.00,180.00,180.00,170.00,370.00,180.00,190.00,180.00,500.00,160.00,170.00,160.00,1150.00,180.00,380.00,180.00,12820.00,420.00,460.00,430.00,4260.00,570.00,720.00,451.60,94325.00,2210.40,,,,,,,,,,,,,
92,Uranium,U,0.00,-,5.82,4.41,9.20,16.90,9.30,14.00,29.00,12.00,15.00,13.00,29.00,15.00,37.00,17.00,96.00,25.00,27.00,27.00,29.00,27.00,39.00,28.00,32.00,28.00,145.00,40.00,30.00,40.00,90.00,40.00,100.00,40.00,100.00,80.00,70.00,80.00,80.00,70.00,80.00,80.00,80.00,80.00,80.00,80.00,70.00,80.00,358.00,68.00,72.00,76.00,73.00,71.00,135.00,74.00,81.00,73.00,301.00,73.00,78.00,74.00,387.00,85.00,211.00,88.00,2795.00,157.00,180.00,180.00,180.00,170.00,390.00,180.00,200.00,180.00,510.00,150.00,170.00,160.00,1210.00,190.00,390.00,170.00,13100.00,420.00,470.00,440.00,4470.00,580.00,760.00,436.50,96733.80,2250.70,,,,,,,,,,,,
93,Neptunium,Np,0.00,-,5.95,5.23,8.20,14.10,14.20,17.00,27.00,15.00,14.00,15.00,15.00,28.00,17.00,37.00,19.00,103.00,27.00,26.00,30.00,28.00,29.00,40.00,30.00,31.00,30.00,144.00,40.00,40.00,30.00,100.00,40.00,110.00,40.00,110.00,80.00,70.00,80.00,80.00,80.00,70.00,80.00,90.00,80.00,80.00,70.00,90.00,80.00,365.00,70.00,72.00,77.00,75.00,72.00,140.00,74.00,83.00,75.00,305.00,74.00,80.00,75.00,406.00,88.00,217.00,86.00,2866.00,160.00,180.00,180.00,180.00,170.00,410.00,180.00,200.00,180.00,520.00,160.00,170.00,160.00,1280.00,190.00,390.00,180.00,13370.00,430.00,470.00,440.00,4700.00,590.00,800.00,422.20,99179.60,2300.20,,,,,,,,,,,
94,Plutonium,Pu,0.00,-,5.94,5.17,9.80,14.00,14.00,31.00,15.00,14.00,15.00,15.00,20.00,20.00,21.00,19.00,39.00,20.00,111.00,27.00,28.00,30.00,29.00,29.00,43.00,30.00,32.00,31.00,152.00,30.00,40.00,40.00,100.00,40.00,110.00,40.00,120.00,80.00,80.00,80.00,80.00,80.00,80.00,70.00,100.00,80.00,80.00,80.00,80.00,80.00,384.00,70.00,74.00,79.00,75.00,74.00,144.00,76.00,83.00,78.00,309.00,75.00,82.00,75.00,428.00,89.00,222.00,83.00,2930.00,170.00,180.00,190.00,180.00,180.00,410.00,180.00,210.00,180.00,530.00,160.00,180.00,160.00,1330.00,200.00,400.00,180.00,13640.00,440.00,480.00,440.00,4960.00,600.00,700.00,525.80,101673.40,2346.80,,,,,,,,,,
95,Americium,Am,0.00,-,5.90,5.73,10.00,15.10,13.20,17.90,27.10,15.00,16.00,15.00,21.00,22.00,22.00,19.00,17.00,42.00,21.00,119.00,27.00,30.00,30.00,30.00,30.00,45.00,30.00,34.00,31.00,149.00,40.00,40.00,40.00,110.00,40.00,110.00,40.00,130.00,80.00,80.00,80.00,90.00,80.00,80.00,80.00,90.00,90.00,80.00,80.00,90.00,70.00,394.00,72.00,75.00,80.00,77.00,73.00,151.00,77.00,84.00,78.00,315.00,77.00,82.00,76.00,451.00,91.00,227.00,90.00,2990.00,170.00,190.00,190.00,180.00,180.00,430.00,180.00,210.00,190.00,530.00,160.00,180.00,170.00,1400.00,200.00,400.00,190.00,13920.00,440.00,490.00,460.00,5200.00,600.00,800.00,449.40,104220.10,2391.50,,,,,,,,,
96,Curium,Cm,-,0.52,5.67,4.01,10.10,17.60,13.30,18.10,27.90,15.00,16.00,16.00,23.00,23.00,22.00,23.00,18.00,19.00,39.00,21.00,128.00,29.00,29.00,32.00,30.00,31.00,46.00,32.00,34.00,32.00,155.00,40.00,40.00,40.00,110.00,40.00,120.00,40.00,140.00,80.00,80.00,90.00,80.00,80.00,90.00,80.00,100.00,80.00,80.00,90.00,80.00,90.00,396.00,74.00,75.00,82.00,77.00,76.00,155.00,78.00,86.00,79.00,320.00,78.00,83.00,78.00,474.00,89.00,230.00,90.00,3070.00,170.00,180.00,200.00,180.00,180.00,450.00,190.00,200.00,200.00,540.00,160.00,180.00,170.00,1470.00,210.00,410.00,190.00,14190.00,440.00,520.00,400.00,5500.00,600.00,800.00,493.00,106806.60,2443.40,,,,,,,,
97,Berkelium,Bk,-,-,6.17,5.70,9.70,14.40,20.00,14.10,19.90,24.00,16.00,17.00,24.00,24.00,23.00,22.00,19.00,20.00,24.00,36.00,22.00,136.00,29.00,31.00,33.00,31.00,31.00,48.00,33.00,35.00,32.00,160.00,40.00,40.00,40.00,120.00,40.00,120.00,50.00,140.00,80.00,90.00,80.00,90.00,80.00,80.00,90.00,100.00,80.00,90.00,80.00,90.00,90.00,410.00,74.00,78.00,83.00,78.00,76.00,161.00,79.00,88.00,80.00,325.00,79.00,84.00,80.00,495.00,100.00,230.00,90.00,3140.00,170.00,180.00,200.00,190.00,180.00,460.00,190.00,210.00,200.00,540.00,170.00,190.00,160.00,1550.00,210.00,420.00,190.00,14470.00,420.00,500.00,500.00,5700.00,700.00,800.00,457.60,109447.10,2493.30,,,,,,,
98,Californium,Cf,-,-,6.26,5.52,10.60,15.30,14.20,23.10,16.00,21.90,20.10,19.00,26.00,24.00,23.00,22.00,18.00,21.00,24.00,24.00,34.00,22.00,146.00,30.00,31.00,33.00,32.00,33.00,49.00,34.00,36.00,33.00,163.00,40.00,40.00,30.00,130.00,50.00,120.00,40.00,160.00,80.00,90.00,90.00,80.00,90.00,80.00,90.00,100.00,90.00,80.00,90.00,90.00,80.00,436.00,75.00,79.00,84.00,79.00,78.00,166.00,81.00,87.00,83.00,331.00,78.00,87.00,80.00,526.00,90.00,240.00,90.00,3210.00,170.00,190.00,200.00,190.00,180.00,480.00,190.00,220.00,190.00,560.00,170.00,180.00,170.00,1630.00,210.00,420.00,200.00,14720.00,500.00,500.00,500.00,6000.00,600.00,800.00,543.50,112135.80,2544.70,,,,,,
99,Einsteinium,Es,-,-,6.42,5.58,10.70,16.10,15.30,16.90,26.00,15.90,24.10,20.00,23.00,26.00,25.00,21.00,18.00,24.00,23.00,25.00,25.00,31.00,23.00,155.00,30.00,32.00,34.00,33.00,33.00,52.00,34.00,37.00,34.00,165.00,40.00,40.00,40.00,130.00,50.00,120.00,50.00,160.00,90.00,90.00,80.00,90.00,90.00,90.00,80.00,110.00,80.00,90.00,100.00,80.00,140.00,394.00,76.00,79.00,86.00,81.00,78.00,172.00,81.00,91.00,82.00,336.00,81.00,83.00,80.00,560.00,90.00,250.00,90.00,3270.00,180.00,190.00,200.00,190.00,190.00,490.00,190.00,220.00,200.00,560.00,170.00,190.00,180.00,1700.00,220.00,430.00,240.00,15000.00,400.00,600.00,400.00,6300.00,700.00,800.00,551.40,114876.60,2598.00,,,,,
100,Fermium,Fm,-,-,-,3.50,13.20,16.10,15.70,19.00,19.00,27.00,16.00,26.00,23.00,24.00,28.00,20.00,19.00,24.00,26.00,25.00,26.00,25.00,28.00,23.00,163.00,31.00,33.00,36.00,33.00,33.00,55.00,34.00,38.00,35.00,166.00,40.00,40.00,40.00,140.00,50.00,130.00,50.00,170.00,90.00,80.00,90.00,90.00,90.00,90.00,90.00,100.00,100.00,90.00,80.00,90.00,100.00,453.00,77.00,81.00,86.00,83.00,80.00,176.00,84.00,90.00,85.00,341.00,84.00,90.00,80.00,580.00,90.00,250.00,100.00,3340.00,170.00,200.00,200.00,200.00,190.00,500.00,200.00,220.00,200.00,570.00,170.00,200.00,170.00,1790.00,220.00,400.00,200.00,15300.00,500.00,500.00,500.00,6600.00,700.00,900.00,482.20,117670.30,,,,,
101,Mendelevium,Md,-,-,-,3.42,14.30,15.70,14.10,21.90,20.00,19.10,28.80,18.10,25.00,28.00,25.00,20.00,22.00,25.00,27.00,26.00,26.00,26.00,26.00,24.00,24.00,173.00,31.00,33.00,37.00,34.00,34.00,57.00,35.00,38.00,36.00,166.00,40.00,50.00,40.00,140.00,50.00,140.00,40.00,180.00,90.00,90.00,90.00,90.00,90.00,90.00,100.00,100.00,100.00,80.00,100.00,90.00,100.00,463.00,79.00,83.00,87.00,83.00,81.00,183.00,85.00,92.00,85.00,349.00,80.00,90.00,80.00,610.00,100.00,250.00,100.00,3400.00,190.00,190.00,210.00,200.00,190.00,520.00,200.00,230.00,200.00,580.00,170.00,190.00,180.00,1880.00,240.00,400.00,200.00,15600.00,500.00,500.00,500.00,7000.00,600.00,900.00,548.00,,,,,
